CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
582;2611600000582;26;261160;;SOCIEDADE PERNAMBUCANA DO COMBATE AO CANCER;HOSPITAL DE CANCER DE PERNAMBUCO;;;E;;;E ;ESTADUAL;3;7;50040000;AVENIDA CRUZ CABUGA;1597;SANTO AMARO;(81)32178000;-8.041297818;-34.8733735085;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);10894988000133.0;hcp@hosp.org.br;3999.0;1.0;0.0;0.0;1.0;1.0;1.0;;SIM
25798;3106200025798;31;310620;18715383000140.0;MUNICIPIO DE BELO HORIZONTE;CENTRO DE TESTAGEM E ACONSELHAMENTO CTA SAE SAGRADA FAMILIA;;;M;;;M ;MUNICIPAL;4;36;31030200;RUA JOAQUIM FELICIO;141;SAGRADA FAMILIA;32777627;-19.90773;-43.92778;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ctasae@pbh.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9300260;3127709300260;31;312770;;LEONARDO AUGUSTO VIEIRA DE CARVALHO;LEONARDO AUGUSTO VIEIRA DE CARVALHO;;;M;;;M ;MUNICIPAL;4;22;35010090;RUA DOM PEDRO II;689;CENTRO;33 21014545;-18.851;-41.949;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;leonardo.carvalho@yahoo.com.br;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
16500;4106900016500;41;410690;;INSTITUTO DO RIM DO PARANA LTDA;INSTITUTO DO RIM;;;M;;;M ;MUNICIPAL;4;36;80250070;BUENOS AIRES;792;BATEL;41 33119400;-25.4442336;-49.2775995;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;72442437000196.0;CONTATO@RIM-ONLINE.COM.BR;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
21938;4105800021938;41;410580;76105634000170.0;PREFEITURA MUNICIPAL DE COLOMBO;CENTRO DE SAUDE CAPIVARI;;;M;;;M ;MUNICIPAL;4;2;83415150;RUA JOAO CARON;S/N;CAPIVARI;(41) 3656-5175;-25.2519449952;-49.1606425031;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;uscapivari@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5750539;3304555750539;33;330455;;NUTRI FOFO COMERCIO E SERVICOS DE NUTRICAO LTDA;NUTRI FOFO;;;M;;;M ;MUNICIPAL;4;22;22640907;AV DAS AMERICAS;4200;BARRA DA TIJUCA;21 2290-1699;-22.99935;-43.35274;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;37811712000109.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
11835;3205300011835;32;320530;27142058000126.0;MUNICIPIO DE VITORIA;PRONTO ATENDIMENTO SAO PEDRO;;;M;;;M ;MUNICIPAL;4;73;29031847;RODOVIA SERAFIM DERENZE;4590;SAO PEDRO III;(27)31325100;-20.2845220052;-40.3324279189;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;pasaopedro@correio1.vitoria.es.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4935861;5103404935861;51;510340;;HB COOPERATIVA MEDICA;HB COOPERATIVA;;;M;;;M ;MUNICIPAL;4;60;78015235;JOAQUIM LEITE DE FIGUEIREDO;68;DOM AQUINO;65 36441772;-15.60347065;-56.09752215;;;57708835000118.0;VALID@VALLIDCONTABILIDADE.COM.BR;2143.0;;;;;0.0;0.0;;NAO
4440757;2611604440757;26;261160;;NUCLEO DE PSICOLOGIA E CONSULTORIA DE RECURSOS HUMANOS LTDA;NPC RH;;;M;;;M ;MUNICIPAL;4;36;51110000;AV ANTONIO DE GOES;449;PINA;;-8.0877233;-34.8848789;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;40820573000267.0;nucleo.psicologia.recife@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7209886;3303307209886;33;330330;;MARIA DE LOURDES DA FONSECA MACHADO;MARIA DE LOURDES DA FONSECA MACHADO;;;M;;;M ;MUNICIPAL;4;22;24040070;RUA MAESTRO FELICIO TOLEDO;495;CENTRO;21-2626-0443;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;loumado@gmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
