CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
4216180;3550304216180;35;355030;;P4 SERVICOS DE SAUDE LTDA;P4 SERVICOS DE SAUDE;;;M;;;M ;MUNICIPAL;4;22;1308000;BARATA RIBEIRO;414;BELA VISTA;11 20959855;-23.5565708;-46.6571366;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;26277661000152.0;LEGALIZACAO@ORSSA.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4374541;3550304374541;35;355030;;RAIA DROGASIL S A;RAIA 1104 SP ANALIA FRANCO E;;;M;;;M ;MUNICIPAL;4;43;3355000;RUA ACURUI;352;VILA FORMOSA;(11) 3769-5736;-23.5590808;-46.5558497;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865231714.0;mabvalerio.wale@rdsaude.com.br;2046.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
272;2602900000272;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF ALTO DO SOL;;;M;;;M ;MUNICIPAL;4;2;54505560;2 TRAV DA SAUDADE;32;PONTE DOS CARVALHOS;(81)35222719;-8.2360813259;-34.9848134876;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5501407;3304555501407;33;330455;;MINISTERIO DA EDUCACAO;INSTITUTO BENJAMIN CONSTANT;;;M;;;M ;MUNICIPAL;3;36;22290240;AVENIDA PASTEUR;360;URCA;(21) 3478-4420;-22.9503;-43.7698;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;394445027212.0;dmr@ibc.gov.br;1015.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
434;2611600000434;26;261160;;INSTITUTO DE MEDICINA INTEGRAL PROF FERNANDO FIGUEIRA;IMIP;;;D;;;D ;DUPLA;5;5;50070555;RUA DOS COELHOS;300;BOA VISTA;(81)21224100;-8.0668036658;-34.8907971382;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);10988301000129.0;imip@imip.org.br;3999.0;1.0;1.0;1.0;1.0;1.0;1.0;;SIM
175;2602900000175;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF SUAPE;;;M;;;M ;MUNICIPAL;4;2;54505970;RUA JOSE MIGUEL DE SANTANA;14;SUAPE;(81)35127000;-8.3542305852;-34.9551067778;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
353;2602900000353;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF MALAQUIAS;;;M;;;M ;MUNICIPAL;4;2;54515610;RUA 09;25;MALAQUIAS;(81)35249261;-8.289703;-35.0303605;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
167;2602900000167;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF MERCES;;;M;;;M ;MUNICIPAL;4;2;54505560;RUA DO FERREIRO;S/N;MERCES;(81)35162900;-8.3169930558;-35.0874314479;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9581219;3554109581219;35;355410;;M A MONTANHA RUGGERI LABORATORIO;PERSONAL LAB;;;M;;;M ;MUNICIPAL;4;39;12030440;RUA GRECIA;180;JARDIM DAS NACOES;12 3624-1570;-23.0290903381;-45.5725829868;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;17271469000249.0;sac@labpersonal.com.br;2135.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4280652;2610904280652;26;261090;;CENTRO DE APOIO EM EDUCACAO E SAUDE CAES;CLINICA HOSPITALAR VITHALIS;;;M;;;M ;MUNICIPAL;4;36;55200000;SITIO CLIMERIO;470;MIMOSO;;-8.399639;-36.879459;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;33790982000464.0;;3999.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
