CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
6515916;3548706515916;35;354870;;GODERPE ATENDIMENTO MEDICO LTDA;GODERPE ATENDIMENTO MEDICO LTDA;;;M;;;M ;MUNICIPAL;4;22;9715000;RUA JOAO PESSOA;320;CENTRO;41216200;-23.7103862475;-46.5487383577;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;53724605000191.0;lcabarbosa@uol.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
795;2611600000795;26;261160;;CLINICA OFTALMOLOGICA DE PERNAMBUCO;CLINOPE;;;M;;;M ;MUNICIPAL;4;36;50060140;AV MANOEL BORBA;237;BOA VISTA;(81)32024890/4860;-8.0609812;-34.8878511398;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;35315993000337.0;felipegw@hotmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
507;2611600000507;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 160 POLICLINICA GOUVEIA DE BARROS;;;M;;;M ;MUNICIPAL;4;4;50770100;PRACA DA PAZ;S/N;AFOGADOS;3355-1522/1527/1541;-8.0807531;-34.9063223;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;p.gouveia.barros@bol.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6157;2927400006157;29;292740;;INSTITUTO BRASILEIRO DE OFTALMOLOGIA E PREVENCAO DA CEGUEIRA;HOSPITAL HUMBERTO CASTRO LIMA;;;D;;;D ;DUPLA;3;62;40110050;RUA PEDRO LESSA;118;CANELA;3173-8200;-12.9946108;-38.5229048;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;15200967000194.0;faleconosco@hhcl.org.br;3999.0;1.0;0.0;0.0;1.0;1.0;1.0;;SIM
655;2611600000655;26;261160;10572048000128.0;SECRETARIA DE SAUDE;HOSPITAL DA RESTAURACAO;;;E;;;E ;ESTADUAL;3;5;52010040;AV AGAMENON MAGALHAES;S/N;DERBY;(81)31815444;-8.0535038573;-34.8977762461;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);10572048000209.0;hrdiger@gmail.com;1023.0;1.0;0.0;0.0;1.0;1.0;1.0;;SIM
876;2611600000876;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 138 USF MAIS DR LUIZ WILSON;;;M;;;M ;MUNICIPAL;4;2;52211130;RUA CHA DE ALEGRIA;S/N;BOMBA DO HEMETERIO;(81) 33554628;-8.0207812;-34.9047297;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3263;2800300003263;28;280030;;CLIGO CLINICA GINECOLOGICA E OBSTETRICIA LTDA;CLIGO;;;M;;;M ;MUNICIPAL;4;39;49015130;PRACA TOBIAS BARRETO;510;SAO JOSE;;-10.9225419309;-37.0507344026;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;784885000167.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
5665;2927400005665;29;292740;;PLANTAO MEDICO PERMANENTE LTDA;PLANMED;;;M;;;M ;MUNICIPAL;4;4;40385400;RUA SAO CAETANO EM FRENTE A CESTA DO POVO;358;SAO CAETANO;(71) 3304-6792;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;15196884000179.0;planmed.lene@gmail.com, plantaomedicopermanente@yahoo.com.br;2240.0;0.0;0.0;0.0;0.0;1.0;0.0;10.0;NAO
3956;2927400003956;29;292740;13927801000572.0;SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR;MULTICENTRO DE SAUDE CARLOS GOMES;;;M;;;M ;MUNICIPAL;4;4;40060325;RUA CARLOS GOMES;270;CENTRO;71 3025-9600;-12.8653297;-38.4758048;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;diretoria@mcs-carlosgomes.med.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5363;2927400005363;29;292740;13937131000141.0;BAHIA SECRETARIA DE SAUDE DO ESTADO;UNIDADE DE PRONTO ATENDIMENTO DE SAO CAETANO UPA 24H;;;E;;;E ;ESTADUAL;4;20;40391286;RUA ANNE MARIANE BITTENCOURT;S/N;SAO CAETANO;7133034808;-12.9356585461;-38.4756875038;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1023.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9758380;3550309758380;35;355030;;RAIA DROGASIL S A;RAIA 1078 SP BARRA FUNDA A;;;M;;;M ;MUNICIPAL;4;43;5036040;AVENIDA MARQUES DE SAO VICENTE;2219;AGUA BRANCA;(11) 3769-5736;-23.5187548;-46.6826912;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865220194.0;VISACRF@RD.COM.BR;2046.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4359;2927400004359;29;292740;13927801000572.0;SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR;UBS OSVALDO CALDAS CAMPOS SANTA CRUZ;;;M;;;M ;MUNICIPAL;4;2;41925300;RUA DR ARMANDO COLAVOLPE;S/N;SANTA CRUZ;(71) 9 9620-6412;-13.0018188701;-38.4750330448;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsantacruz@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2380;2800300002380;28;280030;13128780000878.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;US HUGO GURGEL COROA DO MEIO;;;M;;;M ;MUNICIPAL;4;2;49035710;RUA RENATO FONSECA OLIVEIRA;S/N;COROA DO MEIO;(79)3179-3300;-10.9647865942;-37.0551681519;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;saude@aracju.se.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
